_pubDate,symbol,sentiment,bullish_indicator,bullish_indicator_all_posts,agreement_indicator,open,high,low,close,volume
2000-05-01,AAPL,negative,-1.0,-0.6931471805599453,1.0,166.2100067138672,166.39999389648438,164.0800018310547,165.0,67772100.0
