_pubDate,symbol,sentiment,bullish_indicator,bullish_indicator_all_posts,agreement_indicator,open,high,low,close,volume
2024-04-30,AMZN,positive,0.5714285714285714,1.5474572577726913,0.17934819335171015,181.63999938964844,185.14999389648438,176.55999755859375,179.0,94645100.0
2024-04-30,AAPL,neutral,0.0,0.0,0.0,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,50383100.0
2024-04-30,AAPL,negative,-1.0,-0.6931471805599453,1.0,169.5800018310547,172.7100067138672,169.11000061035156,169.3000030517578,50383100.0
2024-06-04,AMZN,positive,1.0,1.0986122886681098,1.0,180.10000610351562,181.5,178.75,181.27999877929688,30569100.0
